TokenID,coconut,citrus,fish,tobacco,cotton,pig,wood,sugarcane,grain,meat,coconut liquor,crate-packed citrus,crate-packed coconuts,barrel-packed fish,barrel-packed meat,bags,bag-packed tobacco,bag-packed grain,bag-packed cotton,bag-packed sugarcane,clay,bricks,planks,crates,barrels,wild game,stone
1857,2.25,2.25,1.5,0.7333,1.2,0.2,0.1833,0.1,0.15,0.625,1.0833,5.25,5.25,1.75,1.75,0.225,12.5,2.0833,4.1667,2.0833,0.1062,2.25,0,0,0,0,0
1858,4.25,4.25,3,0.6667,1.2,0.2,1.225,0,0,1.225,2.0833,7.25,7.25,2.4167,2.4167,0.425,2.0833,2.0833,2.0833,2.0833,0,4.25,0.75,0.4722,0.1563,0,0
1859,3,3,1.5,0.6,0.8,0.1333,0.1667,0,0,0,2,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1860,4,4,2.5,0.6,0.8,0.1333,0.1667,0,0,0,2,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1861,2,2,1,0.6,0.8,0.1333,0.1667,0,0,0,1.6667,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,1.5,0
1862,0.75,0.75,1.5,0.5333,0.4,0.0667,0.25,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.9167,1.9167,1.9167,1.9167,0,0.75,0,0,0,0,0
1863,2.75,2.75,6,1,2.5,0.4,0.15,0,0,0,2.5833,8.75,8.75,2.9167,2.9167,0.275,2.5833,2.5833,2.5833,2.5833,0.0938,2.75,0,0,0,0,0.2437
1864,3,3,2.5,0.6667,1.2,0.2,0.1667,0,0,0,1,5,5,1.6667,1.6667,0.2,2,2,2,2,0,2,0,0,0,0,0
1865,3.25,3.25,1,0.6,0.8,0.1333,0.1833,0,0,0,1.75,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1866,6,6,7,0.7333,1.6,0.2667,0.1,0,0,0,1.3333,6,6,2,2,0.2,1.6667,1.6667,1.6667,1.6667,0,2,0,0,0,0,0
1867,2,2,5,1.3333,2.4,0.3333,0.0667,0,0,0,2,7,7,2.3333,2.3333,0.2,2,2,2,2,0.15,4,0,0,0,0,0
1868,1,1,2.5,0.5333,0.4,0.0667,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,1.3333,1.3333,1.3333,0,0,0,0,0,0,0
1869,3.75,3.75,2,0.8,0.8,0.1333,0.475,0.2,0.3,0,2.25,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,3.1667,0,3.75,0,0,0,0,0
1870,4,4,3,1.0333,1.65,0.3,0.2333,0,0,0,2.6667,7.5,7.5,2.5,2.5,0.4,2.1667,4.3333,2.1667,2.1667,0.275,6,0,0,0,0,0
1871,3.25,3.25,2,1.1333,0.8,0.1333,0.1167,0.5333,0.8,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,1.0833,0,2.25,0,0,0,0,0
1872,3,3,2.5,0.6667,1.2,0.2,0.1333,0,0,0,1,6,6,2,2,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1873,3.5,3.5,2.5,0.6,0.8,0.1333,0.1667,0,0,0,1.5,4.5,4.5,1.5,1.5,0.25,1.5,1.5,1.5,1.5,0,2.5,0,0,0,0,0
1874,4.75,4.75,5,0.6667,1.2,0.2,0.1167,0,0,0,1.5833,6.75,6.75,2.25,2.25,0.375,1.25,1.25,1.25,1.25,0,3.75,0,1.25,0.475,1.45,0.0938
1875,4.5,4.5,3,0.6,0.8,0.1333,0.1333,0,0,0,1.5,4.5,4.5,1.5,1.5,0.25,1.1667,1.1667,1.1667,1.1667,0,2.5,0,0,0,0,0
1876,5.75,5.75,3.5,1.1333,1.2,0.1333,0.25,0,0,0,2.5833,5.75,5.75,1.9167,1.9167,0.375,1.9167,1.9167,1.9167,1.9167,0.2687,5.75,0,0,0,0,0
1877,3,3,3.5,0.7333,1.6,0.2667,0.1333,0,0,0,1,7,7,2.3333,2.3333,0.3,1.6667,1.6667,1.6667,1.6667,0,3,0,0,0,0,0
1878,3,3,5,0.8667,2.4,0.4,0.2,0,0,0,1.6667,9,9,3,3,0.3,2.6667,2.6667,2.6667,2.6667,0,3,0,1,0.5,0,0.1
1879,3,3,3.5,0.7,1.4,0.2333,0.1667,0,0,0,2,6.5,6.5,2.1667,2.1667,0.3,1.8333,1.8333,1.8333,1.8333,0,3,0,0,0,1.4,0
1880,4.25,4.25,3.5,0.8,1.2,0.2,0.1833,0.2,0.3,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1881,3.25,3.25,1.5,0.7333,0.8,0.1333,0.2167,0.1333,0.2,0,1.4167,5.25,5.25,1.75,1.75,0.325,1.75,1.75,1.75,1.75,0,3.25,0,0,0,0,0
1882,2.5,2.5,1.5,0.6,0.8,0.1333,0.1667,0,0,0,1.5,4.5,4.5,1.5,1.5,0.25,1.5,1.5,1.5,1.5,0,2.5,0,0,0,0,0
1883,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,1.6667,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
1884,3.25,3.25,2.5,0.6667,1.2,0.2,0.1833,0,0,0,2.4167,6.25,6.25,2.0833,2.0833,0.325,1.75,1.75,1.75,1.75,0,3.25,0,0,0,0,0
1885,2.25,2.25,2,0.8,1.2,0.2,0.15,0.2,0.3,0,1.0833,5.25,5.25,1.75,1.75,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,1.15,0
1886,5,5,4,0.6667,1.2,0.2,0.1667,0,0,0,2,6,6,2,2,0.3,1.6667,1.6667,1.6667,1.6667,0,3,0,0,0,0,0
1887,4.25,4.25,2.5,0.7333,0.8,0.1333,0.1833,0.1333,0.2,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1888,4.5,4.5,3.5,0.6,0.8,0.1333,0.1667,0,0,0,1.1667,4.5,4.5,1.5,1.5,0.25,1.5,1.5,1.5,1.5,0,2.5,0,0,0,0,0
1889,4.25,4.25,3.5,0.6667,1.2,0.2,0.1833,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1890,2.25,2.25,5,1,2,0.3333,0.225,0.5,0.75,0,2.4167,7.25,7.25,2.4167,2.4167,0.225,2.0833,2.0833,2.0833,4.1667,0,2.25,0,0,0,0.85,0
1891,3.25,3.25,3.5,0.6667,1.2,0.2,0.15,0,0,0,2.4167,5.25,5.25,1.75,1.75,0.225,1.75,1.75,1.75,1.75,0,2.25,0,0,0,0,0
1892,0.25,0.25,3,0.6333,1,0.1667,0.15,0,0,0,0.75,2.75,2.75,0.9167,0.9167,0.025,1.9167,1.9167,1.9167,1.9167,0,0.25,0,0,0,0,0
1893,5.25,5.25,3,0.6667,0.8,0.1333,0.25,0.0667,0.1,0.725,2.0833,6.25,6.25,2.0833,2.0833,0.425,10.5,1.75,3.5,1.75,0.1313,4.25,0,0,0,0,0
1894,5.75,5.75,6.5,0.7,1.4,0.2333,0.1167,0,0,0,1.9167,6.25,6.25,2.0833,2.0833,0.275,1.75,1.75,1.75,1.75,0,2.75,0,0,0,0,0
1895,2.75,2.75,3.5,1.3,2.2,0.3,0.1833,0,0,0,1.5833,7.25,7.25,2.4167,2.4167,0.275,2.0833,2.0833,2.0833,2.0833,0.1688,4.75,0,0,0,0,0
1896,1.75,1.75,4,0.6333,1,0.1667,0.1833,0,0,0,1.5833,3.25,3.25,1.0833,1.0833,0.075,2.0833,2.0833,2.0833,2.0833,0,0.75,0,0,0,0,0
1897,4,4,3.5,1.2333,1.4,0.2333,0.2,0.8,1.2,0,1.3333,6.5,6.5,2.1667,2.1667,0.3,1.8333,1.8333,1.8333,1.8333,0,3,0,0,0,0,0
1898,3,3,6,1.3333,2.4,0.3333,0.0667,0,0,0,2.6667,7,7,2.3333,2.3333,0.2,2,2,2,2,0.175,4,0,0,0,0,0
1899,4.75,4.75,3,0.6,0.8,0.1333,0.15,0,0,0,1.5833,4.75,4.75,1.5833,1.5833,0.275,1.25,1.25,1.25,1.25,0,2.75,0,0,0,1.05,0
1900,3.25,3.25,1.5,0.6,0.8,0.1333,0.1833,0,0,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1901,0.25,0.25,1.5,0.6667,0.5,0.3333,0.15,0,0,0,0.75,1.25,1.25,0.4167,0.4167,0.025,1.4167,2.8333,1.4167,2.8333,0,0.25,0,0,0,0,0
1902,1,1,2.5,0.5333,0.4,0.0667,0.1333,0,0,0,1,1,1,0.3333,0.3333,0,1.3333,1.3333,1.3333,1.3333,0,0,0,0,0,0,0
1903,2.25,2.25,1.5,0.6667,1.2,0.2,0.1833,0,0,0,2.75,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1904,5,5,2.5,0.6,0.8,0.1333,0.2333,0,0,0,2.6667,6,6,2,2,0.4,1.6667,1.6667,1.6667,1.6667,0,4,0,0,0,0,0
1905,3,3,4,0.9667,1.8,0.3,0.2,0.4,0.6,0,2,7.5,7.5,2.5,2.5,0.3,2.5,2.5,2.5,5,0,3,0,0,0,0,0
1906,3.5,3.5,4,0.8,1.2,0.2,0.1,0.2,0.3,0,3.1667,6.5,6.5,2.1667,2.1667,0.35,1.1667,1.1667,1.1667,1.1667,0,3.5,0,0,0,0,0
1907,4,4,4,0.7667,1.4,0.2333,0.1667,0.1,0.15,0.4,2.6667,6.5,6.5,2.1667,2.1667,0.3,11,1.8333,3.6667,1.8333,0.1,3,0,0,0,0,0
1908,2.25,2.25,1,0.7333,0.8,0.1333,0.1167,0.1333,0.2,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,1.0833,0,2.25,0,0,0,0,0
1909,4.75,4.75,4.5,0.7,1.4,0.2333,0.15,0,0,0,1.9167,6.25,6.25,2.0833,2.0833,0.275,1.75,1.75,1.75,1.75,0,2.75,0,0,0,0,0
1910,2.75,2.75,2.5,0.6333,1,0.1667,0.975,0,0,0.975,1.9167,5.25,5.25,1.75,1.75,0.275,1.4167,1.4167,1.4167,1.4167,0,2.75,0.45,0.3056,0.1437,0,0
1911,3.25,3.25,3.5,0.7,1.4,0.2333,1.025,0,0,1.025,1.0833,5.75,5.75,1.9167,1.9167,0.225,1.5833,1.5833,1.5833,1.5833,0,2.25,0.35,0.25,0.0813,0,0
1912,3.75,3.75,2.5,0.8,1.3,0.4667,0.1833,0,0,0,1.25,6.75,6.75,2.25,2.25,0.375,1.5833,3.1667,1.5833,3.1667,0,3.75,0,0,0,0,0
1913,4.5,4.5,3.5,0.8667,1.2,0.2,0.1667,0.3,0.45,0.55,1.1667,6.5,6.5,2.1667,2.1667,0.35,9,1.5,3,3,0.0875,3.5,0,0,0,0,0
1914,2.25,2.25,1,0.6,0.8,0.1333,0.1167,0,0,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,1.0833,0,2.25,0,0,0,0,0
1915,2.25,2.25,2.5,0.6667,1.2,0.2,0.15,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,1.75,1.75,1.75,1.75,0,2.25,0,0,0,0,0
1916,3.25,3.25,2.5,0.8,1.2,0.2,0.1833,0.2,0.3,0,1.4167,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1917,4.25,4.25,6.5,1,2.4,0.4,0.2167,0.4,0.6,0,3.0833,9.25,9.25,3.0833,3.0833,0.325,3.0833,3.0833,3.0833,3.0833,0,3.25,0,0,0,0,0
1918,2,2,3.5,0.8667,0.65,0.1333,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,2.6667,1.3333,1.3333,0.325,2,0,0,0,0,0
1919,3,3,2.5,0.6667,1.2,0.2,0.1333,0,0,0,1,6,6,2,2,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1920,2.25,2.25,2.5,0.7667,1.1,0.4333,0.1167,0,0,0,1.4167,4.75,4.75,1.5833,1.5833,0.225,1.25,2.5,1.25,2.5,0,2.25,0,0,0,0,0
1921,2,2,3.5,0.7667,1.8,0.3,0.1,0,0,0,2,6.5,6.5,2.1667,2.1667,0.2,1.8333,1.8333,1.8333,1.8333,0,2,0,0,0,0,0
1922,3.25,3.25,6,1.2,2.65,0.4667,0.15,0,0,0,3.0833,9.25,9.25,3.0833,3.0833,0.325,2.75,5.5,2.75,2.75,0.2562,5.25,0,0,0,0,0
1923,2.75,2.75,1.5,0.6667,1.2,0.2,0.2167,0,0,0,1.25,5.75,5.75,1.9167,1.9167,0.275,2.25,2.25,2.25,2.25,0,2.75,0,0,0,1.25,0
1924,5.75,5.75,3.5,0.6,0.8,0.1333,0.2167,0,0,0,3.25,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
1925,4,4,2.5,0.6,0.8,0.1333,0.1667,0,0,0,3,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1926,2,2,1.5,1,1.45,0.2667,0.1667,0,0,0,1.6667,5,5,1.6667,1.6667,0.2,2,4,2,2,0.275,4,0,0,0,0,0
1927,3,3,1.5,0.6,0.8,0.1333,0.1667,0,0,0,2,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1928,2.25,2.25,2.5,0.5333,0.4,0.0667,0.2167,0,0,0,2.0833,2.25,2.25,0.75,0.75,0.125,1.75,1.75,1.75,1.75,0,1.25,0,0,0,0,0
1929,2,2,4,0.8333,2.2,0.3667,0.1667,0,0,0,1.6667,7.5,7.5,2.5,2.5,0.2,2.8333,2.8333,2.8333,2.8333,0,2,0,0,0,0,0
1930,3.25,3.25,1.5,0.6,0.8,0.1333,0.925,0,0,0.925,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0.55,0.3611,0.1563,0,0
1931,2.75,2.75,2.5,0.8333,1.5,0.5,0.15,0,0,0,1.9167,6.25,6.25,2.0833,2.0833,0.275,1.75,3.5,1.75,3.5,0,2.75,0,0,0,0,0
1932,4.75,4.75,5.5,0.9,1.4,0.2333,0.375,0.3,0.45,0,2.25,7.25,7.25,2.4167,2.4167,0.375,1.4167,1.4167,1.4167,2.8333,0,3.75,0,0,0,0,0
1933,5.25,5.25,6,1.2667,2,0.2667,0.15,0,0,0,2.0833,8.25,8.25,2.75,2.75,0.425,1.75,1.75,1.75,1.75,0.1812,6.25,0,0,0,0,0
1934,2.25,2.25,2,0.6667,1.2,0.2,0.15,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,2.35,0
1935,3.25,3.25,2.5,0.6667,1.2,0.2,0.15,0,0,0,1.4167,6.25,6.25,2.0833,2.0833,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1936,5.75,5.75,5.5,0.7333,1.6,0.2667,0.2167,0,0,0,1.25,6.75,6.75,2.25,2.25,0.275,2.5833,2.5833,2.5833,2.5833,0,2.75,0,0,0,0.75,0
1937,4,4,3,0.6667,0.8,0.1333,0.6,0.0667,0.1,0.9,2,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0.1,3,0.5,0.3333,0.15,0,0
1938,4.25,4.25,2.5,0.6,0.8,0.1333,0.1833,0,0,0,2.0833,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1939,3.25,3.25,1.5,0.6,0.8,0.1333,0.1833,0,0,0,2.75,5.25,5.25,1.75,1.75,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1940,4,4,6,0.8333,2.2,0.3667,0.1333,0,0,0,1.6667,8.5,8.5,2.8333,2.8333,0.3,2.1667,2.1667,2.1667,2.1667,0,3,0,0,0,0,0
1941,0.25,0.25,1.5,0.6667,0.4,0.0667,0.15,0.0667,0.1,0,0.75,1.25,1.25,0.4167,0.4167,0.025,1.4167,1.4167,1.4167,1.4167,0,0.25,0,0,0,0,0
1942,2,2,1.5,0.7333,1.2,0.2,1.1,0.1,0.15,1.4,1,5,5,1.6667,1.6667,0.2,2,2,2,2,0.1,2,0.5,0.2222,0.075,0,0
1943,3.25,3.25,6,1.1333,2.8,0.4667,0.425,0.7,1.05,0,2.75,10.25,10.25,3.4167,3.4167,0.325,3.0833,3.0833,3.0833,6.1667,0,3.25,0,0,0,1.65,0
1944,5.75,5.75,4,0.6,0.8,0.1333,0.2167,0,0,0,1.9167,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,1.45,0
1945,2,2,3,0.7,1.4,0.2333,0.1333,0,0,0,1.3333,5.5,5.5,1.8333,1.8333,0.2,1.8333,1.8333,1.8333,1.8333,0,2,0,0,0,0,0
1946,0.25,0.25,1.5,0.5333,0.4,0.0667,0.2167,0,0,0,0.75,1.25,1.25,0.4167,0.4167,0.025,1.75,1.75,1.75,1.75,0,0.25,0,0,0,1.05,0
1947,2.25,2.25,1.5,0.6667,1.2,0.2,0.1833,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,1.75,0
1948,2.25,2.25,1.5,0.6667,1.2,0.2,0.1833,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1949,6.75,6.75,4.5,0.6333,1,0.1667,1.275,0,0,1.275,2.9167,7.25,7.25,2.4167,2.4167,0.475,2.0833,2.0833,2.0833,2.0833,0,4.75,0.85,0.5278,0.2188,0,0
1950,4.5,4.5,4,0.6667,1.2,0.2,0.2,0,0,0,1.8333,6.5,6.5,2.1667,2.1667,0.35,1.8333,1.8333,1.8333,1.8333,0,3.5,0,0,0,0,0
1951,5.25,5.25,5.5,0.7333,1.6,0.2667,0.1833,0,0,0,1.0833,6.25,6.25,2.0833,2.0833,0.225,2.4167,2.4167,2.4167,2.4167,0,2.25,0,0,0,0,0
1952,2.25,2.25,1.5,0.6,0.8,0.1333,0.15,0,0,0,1.75,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
1953,3.5,3.5,3.5,0.7,1.4,0.2333,0.1333,0,0,0,1.8333,6,6,2,2,0.25,1.6667,1.6667,1.6667,1.6667,0,2.5,0,0,0,0.8,0
1954,4,4,3.5,1.1667,1.4,0.1667,0.1333,0,0,0,2,5.5,5.5,1.8333,1.8333,0.3,1.5,1.5,1.5,1.5,0.2,5,0,0,0,1.5,0
1955,1.75,1.75,2.5,0.5333,0.4,0.0667,0.1833,0,0,0,0.9167,1.75,1.75,0.5833,0.5833,0.075,1.5833,1.5833,1.5833,1.5833,0,0.75,0,0,0,0,0
1956,3.5,3.5,2.5,0.6,0.8,0.1333,0.1667,0,0,0,1.1667,4.5,4.5,1.5,1.5,0.25,1.5,1.5,1.5,1.5,0,2.5,0,0,0,0,0
1957,4.25,4.25,3.5,0.9667,1.25,0.2333,0.1833,0,0,0,1.75,5.75,5.75,1.9167,1.9167,0.325,1.5833,3.1667,1.5833,1.5833,0.2813,5.25,0,0,0,0,0
1958,3,3,1.5,0.7333,0.9,0.4,0.1667,0,0,0,2,5,5,1.6667,1.6667,0.3,1.3333,2.6667,1.3333,2.6667,0,3,0,0,0,0,0
1959,4,4,6.5,0.8333,2.2,0.3667,0.1667,0,0,0,2.6667,8.5,8.5,2.8333,2.8333,0.3,2.5,2.5,2.5,2.5,0,3,0,0,0,2.1,0
1960,4.25,4.25,3.5,0.6,0.8,0.1333,0.15,0,0,0,1.75,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
1961,6.25,6.25,6.5,0.7333,1.6,0.2667,0.2167,0,0,0,1.75,7.25,7.25,2.4167,2.4167,0.325,2.4167,2.4167,2.4167,2.4167,0,3.25,0,0,0,1.45,0
1962,4.25,4.25,7.5,0.8,1.2,0.2,0.15,0.2,0.3,0,0.75,3.25,3.25,1.0833,1.0833,0.025,2.0833,2.0833,2.0833,2.0833,0,0.25,0,0,0,0,0
1963,2.25,2.25,1.5,1.2,1.2,0.2,0.1833,0.8,1.2,0,1.4167,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1964,2,2,3,0.6667,1.2,0.2,0.0667,0,0,0,2.3333,5,5,1.6667,1.6667,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,1,0
1965,5,5,6.5,0.8,2,0.3333,0.1667,0,0,0,1,7,7,2.3333,2.3333,0.2,2.6667,2.6667,2.6667,2.6667,0,2,0,0,0,0,0
1966,1,1,2.5,0.5333,0.4,0.0667,0.1333,0,0,0,0.6667,1,1,0.3333,0.3333,0,1.3333,1.3333,1.3333,1.3333,0,0,0,0,0,0,0
1967,2.25,2.25,2,1.1667,1.4,0.1667,0.15,0,0,0,1.4167,4.75,4.75,1.5833,1.5833,0.225,1.5833,1.5833,1.5833,1.5833,0.1812,4.25,0,0,0,0,0
1968,4.25,4.25,4,0.8333,1,0.1667,0.125,0.2,0.3,0,1.75,4.75,4.75,1.5833,1.5833,0.225,1.5833,1.5833,1.5833,3.1667,0,2.25,0,0,0,1.25,0
1969,3,3,1.5,0.7333,0.8,0.1333,0.2,0.1333,0.2,0,1.3333,5,5,1.6667,1.6667,0.3,1.6667,1.6667,1.6667,1.6667,0,3,0,0,0,0,0
1970,5.75,5.75,3.5,0.6,0.8,0.1333,0.2167,0,0,0,2.9167,5.75,5.75,1.9167,1.9167,0.375,1.5833,1.5833,1.5833,1.5833,0,3.75,0,0,0,0,0
1971,4,4,3.5,0.6667,1.2,0.2,0.1333,0,0,0,2,6,6,2,2,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1972,2,2,1.5,1.1333,0.8,0.1333,0.1333,0.5333,0.8,0,1,4,4,1.3333,1.3333,0.2,1.3333,1.3333,1.3333,1.3333,0,2,0,0,0,1.2,0
1973,5,5,6,1.2667,2,0.2667,0.1333,0,0,0,2,8,8,2.6667,2.6667,0.4,1.6667,1.6667,1.6667,1.6667,0.175,6,0,0,0,0,0
1974,4.5,4.5,3.5,0.6667,1.2,0.2,0.2333,0,0,0,1.1667,6.5,6.5,2.1667,2.1667,0.35,1.8333,1.8333,1.8333,1.8333,0,3.5,0,0,0,0,0
1975,2,2,2.5,0.7333,1.6,0.2667,0.1667,0,0,0,1,6,6,2,2,0.2,2.3333,2.3333,2.3333,2.3333,0,2,0,0,0,0,0
1976,1.25,1.25,1.5,0.6,0.4,0.0667,0.2167,0.0333,0.05,0.625,1.75,2.25,2.25,0.75,0.75,0.125,10.5,1.75,3.5,1.75,0.1313,1.25,0,0,0,0,0
1977,5.75,5.75,6.5,0.7333,1.6,0.2667,0.1833,0,0,0,1.5833,6.75,6.75,2.25,2.25,0.275,2.25,2.25,2.25,2.25,0,2.75,0,0,0,0,0
1978,3.25,3.25,2.5,0.7333,1.2,0.2,0.15,0.1,0.15,0.525,1.0833,6.25,6.25,2.0833,2.0833,0.325,8.5,1.4167,2.8333,1.4167,0.0563,3.25,0,0,0,0,0
1979,3.25,3.25,2.5,0.7667,1,0.1667,0.625,0.1333,0.2,0.825,2.4167,5.75,5.75,1.9167,1.9167,0.325,1.5833,1.5833,1.5833,1.5833,0,3.25,0.55,0.3611,0.1812,0,0
1980,4,4,2.5,0.7667,1,0.1667,0.2333,0.1333,0.2,0,2.6667,6.5,6.5,2.1667,2.1667,0.4,1.8333,1.8333,1.8333,1.8333,0,4,0,0,0,0,0
1981,2.25,2.25,1.5,0.6,0.8,0.1333,0.15,0,0,0,1.0833,4.25,4.25,1.4167,1.4167,0.225,1.4167,1.4167,1.4167,1.4167,0,2.25,0,0,0,0,0
1982,3.25,3.25,2.5,0.6667,1.2,0.2,0.15,0,0,0,1.0833,6.25,6.25,2.0833,2.0833,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1983,3,3,2.5,0.7333,1.2,0.2,0.1333,0.1,0.15,0.5,1,6,6,2,2,0.3,8,1.3333,2.6667,1.3333,0.05,3,0,0,0,0,0
1984,3,3,1.5,0.6,0.8,0.1333,0.2,0,0,0,1.3333,5,5,1.6667,1.6667,0.3,1.6667,1.6667,1.6667,1.6667,0,3,0,0,0,0,0
1985,3.5,3.5,1.5,0.6,0.8,0.1333,0.2,0,0,0,2.1667,5.5,5.5,1.8333,1.8333,0.35,1.5,1.5,1.5,1.5,0,3.5,0,0,0,0,0
1986,3.5,3.5,2.5,0.7667,1,0.1667,0.1667,0.1333,0.2,0,2.1667,6,6,2,2,0.35,1.6667,1.6667,1.6667,1.6667,0,3.5,0,0,0,1.9,0
1987,2.25,2.25,1.5,0.6667,1.2,0.2,0.1833,0,0,0,1.0833,5.25,5.25,1.75,1.75,0.225,2.0833,2.0833,2.0833,2.0833,0,2.25,0,0,0,0,0
1988,4,4,3.5,0.6667,1.2,0.2,0.1667,0,0,0,1.3333,5,5,1.6667,1.6667,0.2,2,2,2,2,0,2,0,0,0,0,0
1989,2.75,2.75,4.5,0.9,1.8,0.3,0.1167,0.2667,0.4,0,2.5833,7.25,7.25,2.4167,2.4167,0.275,2.0833,2.0833,2.0833,2.0833,0,2.75,0,0,0,1.55,0
1990,2.75,2.75,2,0.8,0.8,0.1333,0.375,0.2,0.3,0,1.5833,4.75,4.75,1.5833,1.5833,0.275,1.25,1.25,1.25,2.5,0,2.75,0,0,0,0,0
1991,3,3,1.5,0.6,0.8,0.1333,0.1667,0,0,0,2,5,5,1.6667,1.6667,0.3,1.3333,1.3333,1.3333,1.3333,0,3,0,0,0,0,0
1992,5,5,3.5,0.6,0.8,0.1333,0.2,0,0,0,1.3333,5,5,1.6667,1.6667,0.3,1.6667,1.6667,1.6667,1.6667,0,3,0,0,0,0,0
1993,4.25,4.25,3.5,1,1.45,0.2667,0.15,0,0,0,1.0833,6.25,6.25,2.0833,2.0833,0.325,1.4167,2.8333,1.4167,1.4167,0.2562,5.25,0,0,0,0,0
1994,3.25,3.25,2.5,0.6667,1.2,0.2,0.15,0,0,0,1.0833,6.25,6.25,2.0833,2.0833,0.325,1.4167,1.4167,1.4167,1.4167,0,3.25,0,0,0,0,0
1995,2,2,1,0.6,0.8,0.1333,0.1,0,0,0,1.3333,4,4,1.3333,1.3333,0.2,1,1,1,1,0,2,0,0,0,0,0
1996,2.5,2.5,3.5,0.5333,0.4,0.0667,0.1667,0,0,0,1.5,1.5,1.5,0.5,0.5,0.05,1.5,1.5,1.5,1.5,0,0.5,0,0,0,0,0
1997,1.25,1.25,2.5,0.5333,0.4,0.0667,0.2167,0,0,0,0.75,1.25,1.25,0.4167,0.4167,0.025,1.75,1.75,1.75,1.75,0,0.25,0,0,0,0.95,0
1998,2.25,2.25,2,1.1333,1.2,0.1333,0.1167,0,0,0,1.4167,4.25,4.25,1.4167,1.4167,0.225,1.0833,1.0833,1.0833,1.0833,0.1563,4.25,0,0,0,0,0
